assetCode,manufacturerSerialNumber,assetSerialNumber,barcode,assetDescription,installationDate,brand,manufacturer,sapNumber,accountName,longitude,latitude,country,verificationStatus,model,voltage,warrantyEndDate
1182159,350/0606/122,,SAB054521,SAB COOLER - MPM350,28/09/2014,HANSA PILSENER,JUST REFRIGERATION,648442,THE BEACH,28.4588,-25.1537,TZ,,,,
